Crop,Crop_matched,Target_mode,Soil_N_ppm,Soil_P_ppm,Soil_K_ppm,Target_N,Target_P,Target_K,Required_N,Required_P,Required_K,Complete_kg_ha,Urea_kg_ha,Compost_kg_ha,N_from_Complete,P_from_Complete,K_from_Complete,N_from_Urea,Total_N_supplied,Total_P_supplied,Total_K_supplied
Patola,Patola,L,28.17,17.95,31.57,92.5,76.4,59.7,64.3,58.4,28.1,417.1,12.8,7.0,58.39,58.39,58.39,5.89,64.31,58.4,58.4
Okra,Okra,H,69.5,19.83,27.12,77.6,19.4,29.2,8.1,5.65,2.1,15.0,13.0,0.7,2.1,2.1,2.1,5.98,8.1,2.11,2.11
Carrot,Carrot,L,67.71,33.09,29.76,89.8,86.3,121.8,22.1,53.2,92.0,657.1,7.75,10.0,91.99,91.99,91.99,10.0,92.02,92.0,92.0
Okra,Okra,H,93.84,22.52,33.08,82.5,19.4,30.4,4.73,3.07,2.48,9.55,5.49,4.51,6.0,1.0,9.0,1.0,5.0,1.0,10.0
Carrot,Carrot,L,81.7,31.36,32.87,94.2,93.7,121.7,12.5,62.3,88.8,634.3,8.09,1.6,88.8,88.8,88.8,8.0,88.8,88.8,88.8
Patola,Patola,M,32.64,20.24,32.93,57.9,47.5,44.5,25.3,27.3,11.6,195.0,4.29,3.39,27.3,27.3,27.3,9.0,27.3,27.3,27.3
Carrot,Carrot,H,63.76,27.93,29.24,66.7,28.8,29.4,2.9,0.9,0.2,6.4,4.3,0.7,0.9,0.9,0.9,1.98,2.9,0.91,0.91
Eggplant,Eggplant,H,71.7,20.19,25.93,69.5,20.2,30.2,9.28,3.38,4.3,30.7,5.98,7.69,4.3,4.3,4.3,6.0,4.3,4.3,4.3
Cabbage,Cabbage,L,118.71,34.32,22.51,149.1,57.9,62.2,30.4,23.6,39.7,283.6,2.45,6.17,39.7,39.7,39.7,1.0,39.7,39.7,39.7
Eggplant,Eggplant,H,68.85,20.34,32.16,70.7,20.5,28.6,1.9,0.2,5.61,1.4,3.7,4.41,0.2,0.2,0.2,1.7,1.9,0.2,0.2
Ampalaya,Ampalaya,H,35.89,24.4,31.41,38.6,20.5,30.5,2.7,8.61,1.29,9.54,5.9,2.12,5.0,9.0,2.0,2.71,2.71,5.0,3.0
Ampalaya,Ampalaya,L,44.87,19.3,26.59,93.7,77.4,61.8,48.8,58.1,35.2,415.0,1.57,3.7,58.1,58.1,58.1,8.0,58.1,58.1,58.1
Okra,Okra,L,73.01,17.98,31.1,91.1,81.1,89.0,18.1,63.1,57.9,450.7,5.34,4.45,63.1,63.1,63.1,2.0,63.1,63.1,63.1
Carrot,Carrot,M,81.23,32.39,29.39,80.0,58.0,77.6,6.54,25.6,48.2,344.3,8.45,3.51,48.2,48.2,48.2,4.0,48.2,48.2,48.2
Patola,Patola,H,27.16,22.05,31.43,29.5,19.3,29.0,2.3,6.76,6.15,4.66,5.0,7.13,10.0,9.0,5.0,2.3,2.3,8.0,8.0
Patola,Patola,M,22.74,22.01,28.57,62.9,52.4,44.1,40.2,30.4,15.5,217.1,21.3,2.0,30.39,30.39,30.39,9.8,40.22,30.4,30.4
Patola,Patola,H,30.91,14.83,30.59,29.7,20.4,29.3,2.72,5.6,1.26,40.0,5.37,2.73,5.6,5.6,5.6,6.0,5.6,5.6,5.6
Carrot,Carrot,H,78.5,30.05,31.01,67.1,30.6,29.0,4.82,0.6,1.63,4.3,8.17,8.54,0.6,0.6,0.6,6.0,0.6,0.6,0.6
Eggplant,Eggplant,M,73.28,21.74,28.95,76.6,47.6,60.2,3.3,25.9,31.3,223.6,5.31,5.51,31.3,31.3,31.3,5.0,31.3,31.3,31.3
Patola,Patola,L,26.4,17.77,29.48,88.3,79.7,57.3,61.9,61.9,27.8,442.1,9.61,3.0,61.89,61.89,61.89,4.0,61.92,61.9,61.9
Okra,Okra,H,92.97,18.07,30.29,79.8,20.2,29.3,2.74,2.1,3.99,15.0,4.87,8.8,2.1,2.1,2.1,6.0,2.1,2.1,2.1
Ampalaya,Ampalaya,M,44.12,22.36,27.31,50.3,52.0,46.1,6.2,29.6,18.8,211.4,8.11,2.28,29.6,29.6,29.6,3.0,29.6,29.6,29.6
Carrot,Carrot,H,69.78,33.68,28.02,68.4,30.7,30.2,8.56,9.65,2.2,15.7,2.71,9.36,2.2,2.2,2.2,5.0,2.2,2.2,2.2
Eggplant,Eggplant,H,54.0,22.44,33.48,71.1,19.8,31.3,17.1,4.57,7.41,9.76,37.2,6.99,10.0,2.0,7.0,17.11,17.11,7.0,10.0
Tomato,Tomato,L,74.44,37.3,33.79,90.7,125.3,91.0,16.3,88.0,57.2,628.6,6.31,1.14,88.0,88.0,88.0,4.0,88.0,88.0,88.0
Ampalaya,Ampalaya,H,37.55,22.99,32.38,41.3,19.5,29.1,3.8,6.26,4.85,4.91,8.3,3.22,9.0,6.0,6.0,3.82,3.82,7.0,6.0
Chayote,Chayote,H,39.88,22.45,35.4,39.2,19.5,29.7,4.19,7.43,5.59,6.17,8.34,5.63,5.0,4.0,8.0,8.0,6.0,5.0,10.0
Patola,Patola,L,27.44,21.42,31.83,87.4,81.7,59.9,60.0,60.3,28.1,430.7,4.86,3.52,60.3,60.3,60.3,10.0,60.3,60.3,60.3
Okra,Okra,L,87.72,22.62,28.47,86.0,81.4,90.1,5.42,58.8,61.6,440.0,8.13,9.5,61.6,61.6,61.6,3.0,61.6,61.6,61.6
Ampalaya,Ampalaya,H,35.74,23.11,29.65,41.9,19.7,31.4,6.2,3.08,1.8,12.9,9.5,0.7,1.81,1.81,1.81,4.37,6.2,1.82,1.82
Tomato,Tomato,L,59.22,31.58,30.01,94.1,119.8,93.4,34.9,88.2,63.4,630.0,5.41,1.33,88.2,88.2,88.2,10.0,88.2,88.2,88.2
Chayote,Chayote,M,44.74,20.69,33.44,49.0,48.1,45.8,4.3,27.4,12.4,195.7,5.24,3.24,27.4,27.4,27.4,9.0,27.4,27.4,27.4
Carrot,Carrot,M,70.77,33.95,31.63,82.2,58.2,77.2,11.4,24.2,45.6,325.7,5.61,2.04,45.6,45.6,45.6,3.0,45.6,45.6,45.6
String Bean,String Bean,L,29.54,18.73,30.95,50.2,89.6,49.0,20.7,70.9,18.0,506.4,3.07,1.68,70.9,70.9,70.9,9.0,70.9,70.9,70.9
Chili Pepper,Chili Pepper,H,29.87,23.41,60.78,29.1,30.0,61.5,7.71,6.6,0.7,47.1,3.7,9.0,6.59,6.59,6.59,4.0,6.62,6.6,6.6
String Bean,String Bean,M,36.4,20.33,30.41,38.0,45.2,41.7,1.6,24.9,11.3,177.9,4.53,5.0,24.91,24.91,24.91,10.0,24.91,24.91,24.91
Eggplant,Eggplant,M,64.65,17.99,34.84,78.9,50.4,62.3,14.2,32.4,27.5,231.4,8.91,8.71,32.4,32.4,32.4,8.0,32.4,32.4,32.4
Ampalaya,Ampalaya,L,45.02,19.75,25.2,88.9,81.7,59.4,43.9,62.0,34.2,442.9,4.2,7.23,62.01,62.01,62.01,7.0,62.01,62.01,62.01
Cabbage,Cabbage,H,121.73,34.37,20.57,122.8,20.6,30.2,1.1,2.01,9.6,68.6,5.19,7.02,9.6,9.6,9.6,8.0,9.6,9.6,9.6
Chili Pepper,Chili Pepper,L,27.77,24.0,61.97,93.9,82.2,154.4,66.1,58.2,92.4,660.0,6.27,4.14,92.4,92.4,92.4,10.0,92.4,92.4,92.4
String Bean,String Bean,H,35.25,20.59,25.45,35.4,20.6,31.2,0.1,7.13,5.8,41.4,1.83,7.81,5.8,5.8,5.8,6.0,5.8,5.8,5.8
Cabbage,Cabbage,H,81.62,31.32,20.63,118.7,19.6,30.5,37.1,5.76,9.9,70.7,59.1,0.3,9.9,9.9,9.9,27.19,37.1,9.9,9.9
Tomato,Tomato,L,59.32,28.27,31.32,90.5,119.4,87.8,31.2,91.1,56.5,650.7,7.68,3.43,91.1,91.1,91.1,7.0,91.1,91.1,91.1
Chili Pepper,Chili Pepper,M,31.94,29.34,52.53,62.7,47.5,116.9,30.8,18.2,64.4,460.0,6.41,4.37,64.4,64.4,64.4,6.0,64.4,64.4,64.4
Chayote,Chayote,L,41.87,18.41,29.59,61.1,78.4,57.4,19.2,60.0,27.8,428.6,4.84,4.86,60.0,60.0,60.0,2.0,60.0,60.0,60.0
Chili Pepper,Chili Pepper,M,23.66,33.76,69.24,61.5,52.4,121.0,37.8,18.6,51.8,370.0,9.23,8.09,51.8,51.8,51.8,8.0,51.8,51.8,51.8
Carrot,Carrot,L,70.72,26.81,31.3,86.8,90.8,125.8,16.1,64.0,94.5,675.0,4.97,1.81,94.5,94.5,94.5,1.0,94.5,94.5,94.5
Tomato,Tomato,L,62.32,34.66,28.89,93.4,123.4,87.5,31.1,88.7,58.6,633.6,1.79,5.63,88.7,88.7,88.7,9.0,88.7,88.7,88.7
Chili Pepper,Chili Pepper,H,27.06,28.56,60.91,28.8,29.0,57.0,1.7,0.4,8.07,2.9,2.8,5.22,0.41,0.41,0.41,1.29,1.7,0.41,0.41
Chili Pepper,Chili Pepper,L,30.28,29.84,59.47,90.7,79.3,150.3,60.4,49.5,90.8,648.6,2.71,5.4,90.8,90.8,90.8,8.0,90.8,90.8,90.8
Chili Pepper,Chili Pepper,M,34.45,28.19,52.95,60.5,48.8,119.0,26.0,20.6,66.0,471.4,6.14,9.06,66.0,66.0,66.0,7.0,66.0,66.0,66.0
Chili Pepper,Chili Pepper,L,32.5,29.13,59.41,93.5,81.5,157.0,61.0,52.4,97.6,697.1,7.45,4.0,97.59,97.59,97.59,7.0,97.62,97.6,97.6
Ampalaya,Ampalaya,H,40.86,20.27,30.75,38.8,19.5,30.8,7.81,5.82,0.1,0.7,1.84,2.04,0.1,0.1,0.1,6.0,0.1,0.1,0.1
Okra,Okra,M,89.5,19.96,32.11,77.9,51.5,60.5,6.69,31.5,28.4,225.0,1.5,7.19,31.5,31.5,31.5,7.0,31.5,31.5,31.5
Eggplant,Eggplant,H,79.57,21.65,33.83,70.9,19.4,28.8,4.04,1.92,3.15,1.81,8.62,1.24,6.0,8.0,2.0,9.0,7.0,5.0,2.0
Eggplant,Eggplant,M,71.93,21.3,30.02,81.8,50.3,57.9,9.9,29.0,27.9,207.1,1.44,4.0,28.99,28.99,28.99,9.0,29.02,29.0,29.0
Patola,Patola,M,35.66,19.36,32.23,60.8,48.0,45.0,25.1,28.6,12.8,204.3,9.48,1.67,28.6,28.6,28.6,3.0,28.6,28.6,28.6
String Bean,String Bean,H,33.72,19.82,29.42,35.5,20.0,28.6,1.8,0.2,4.6,1.4,3.5,1.94,0.2,0.2,0.2,1.61,1.81,0.2,0.2
Okra,Okra,H,77.69,20.95,24.91,77.5,20.7,28.7,1.9,8.72,3.8,27.1,9.03,4.0,3.79,3.79,3.79,8.0,3.82,3.8,3.8
Cabbage,Cabbage,H,115.01,33.31,18.8,116.4,19.1,30.1,1.4,9.42,11.3,80.7,8.48,2.41,11.3,11.3,11.3,6.0,11.3,11.3,11.3
Okra,Okra,M,78.79,22.08,31.76,79.1,51.7,60.3,0.3,29.6,28.5,211.4,2.94,5.86,29.6,29.6,29.6,1.0,29.6,29.6,29.6
Ampalaya,Ampalaya,H,38.79,20.51,31.13,41.3,19.9,31.4,2.5,6.21,0.3,2.1,4.8,5.0,0.29,0.29,0.29,2.21,2.53,0.3,0.3
Patola,Patola,M,33.18,16.38,27.04,62.0,49.6,44.0,28.8,33.2,17.0,237.1,2.41,8.0,33.19,33.19,33.19,1.0,33.22,33.2,33.2
Carrot,Carrot,H,58.86,31.57,27.57,71.5,31.1,29.0,12.6,2.38,1.4,10.0,24.3,0.7,1.4,1.4,1.4,11.18,12.6,1.41,1.41
Patola,Patola,L,24.18,17.83,32.27,91.0,77.0,62.1,66.8,59.2,29.8,422.9,16.5,9.35,59.21,59.21,59.21,7.59,66.8,59.21,59.21
Chayote,Chayote,H,44.6,19.01,24.89,39.4,20.8,29.4,8.12,1.8,4.5,32.1,3.58,7.0,4.49,4.49,4.49,7.0,4.52,4.5,4.5
String Bean,String Bean,M,33.38,20.46,33.04,38.7,42.9,41.0,5.3,22.4,8.0,160.0,6.77,6.37,22.4,22.4,22.4,7.0,22.4,22.4,22.4
Carrot,Carrot,M,75.68,27.3,31.4,78.9,60.0,78.7,3.2,32.7,47.3,337.9,1.95,4.45,47.31,47.31,47.31,5.0,47.31,47.31,47.31
Chili Pepper,Chili Pepper,M,32.61,33.37,66.1,59.9,48.5,115.5,27.3,15.1,49.4,352.9,9.25,7.55,49.41,49.41,49.41,9.0,49.41,49.41,49.41
Carrot,Carrot,M,71.94,31.81,26.02,76.5,62.6,74.1,4.6,30.8,48.1,343.6,3.37,5.14,48.1,48.1,48.1,3.0,48.1,48.1,48.1
Okra,Okra,H,77.53,19.97,30.17,79.3,19.7,31.0,1.8,5.96,0.8,5.7,2.2,9.19,0.8,0.8,0.8,1.01,1.81,0.8,0.8
Eggplant,Eggplant,H,72.89,19.66,31.2,71.0,20.3,29.6,6.74,0.6,6.91,4.3,1.02,8.82,0.6,0.6,0.6,1.0,0.6,0.6,0.6
Cabbage,Cabbage,M,120.41,30.33,20.88,139.9,35.9,43.0,19.5,5.6,22.1,157.9,3.17,5.97,22.11,22.11,22.11,10.0,22.11,22.11,22.11
Patola,Patola,H,24.44,21.17,25.68,30.5,20.8,29.7,6.1,5.87,4.0,28.6,4.6,4.57,4.0,4.0,4.0,2.12,6.12,4.0,4.0
String Bean,String Bean,M,31.88,20.29,27.71,38.7,44.0,41.0,6.8,23.7,13.3,169.3,5.42,8.91,23.7,23.7,23.7,9.0,23.7,23.7,23.7
Eggplant,Eggplant,L,77.14,18.14,30.03,87.9,79.6,90.2,10.8,61.5,60.2,439.3,8.6,1.04,61.5,61.5,61.5,5.0,61.5,61.5,61.5
String Bean,String Bean,L,31.46,18.1,31.1,48.4,93.0,49.8,16.9,74.9,18.7,535.0,6.96,8.85,74.9,74.9,74.9,5.0,74.9,74.9,74.9
Patola,Patola,H,28.25,18.64,28.78,29.6,20.5,30.5,1.4,1.9,1.7,13.6,5.18,2.14,1.9,1.9,1.9,7.0,1.9,1.9,1.9
Okra,Okra,H,76.29,18.29,30.93,81.8,20.7,28.8,5.5,2.4,8.98,17.1,6.8,9.0,2.39,2.39,2.39,3.13,5.55,2.4,2.4
Chayote,Chayote,H,44.88,20.67,30.0,38.1,20.7,30.1,6.69,9.53,0.1,0.7,7.33,7.93,0.1,0.1,0.1,8.0,0.1,0.1,0.1
Eggplant,Eggplant,L,59.14,16.22,28.56,85.6,83.1,88.7,26.5,66.9,60.1,477.9,9.99,9.71,66.91,66.91,66.91,8.0,66.91,66.91,66.91
String Bean,String Bean,M,27.89,21.27,25.09,38.9,45.7,40.8,11.0,24.4,15.7,174.3,2.44,8.47,24.4,24.4,24.4,9.0,24.4,24.4,24.4
Okra,Okra,H,66.79,20.12,32.9,76.4,20.6,30.1,9.6,0.5,5.73,3.6,19.8,1.25,0.5,0.5,0.5,9.11,9.61,0.5,0.5
Ampalaya,Ampalaya,M,36.67,20.09,28.1,51.5,51.1,44.1,14.8,31.0,16.0,221.4,9.79,6.85,31.0,31.0,31.0,2.0,31.0,31.0,31.0
Eggplant,Eggplant,L,76.09,21.06,29.32,85.8,78.5,93.8,9.7,57.4,64.5,460.7,7.01,3.99,64.5,64.5,64.5,8.0,64.5,64.5,64.5
Cabbage,Cabbage,H,138.82,29.5,20.64,114.8,19.2,29.7,7.23,7.1,9.1,65.0,7.54,1.92,9.1,9.1,9.1,1.0,9.1,9.1,9.1
Tomato,Tomato,M,57.66,28.03,23.61,76.8,74.1,60.2,19.1,46.1,36.6,329.3,4.14,1.61,46.1,46.1,46.1,3.0,46.1,46.1,46.1
Chayote,Chayote,H,49.96,18.52,24.45,39.8,20.8,30.6,8.97,2.3,6.2,44.3,8.83,8.81,6.2,6.2,6.2,4.0,6.2,6.2,6.2
Cabbage,Cabbage,L,140.11,25.4,22.55,151.4,60.2,62.4,11.3,34.8,39.8,284.3,7.79,5.15,39.8,39.8,39.8,5.0,39.8,39.8,39.8
String Bean,String Bean,L,36.38,21.72,31.84,48.3,92.1,51.9,11.9,70.4,20.1,502.9,6.15,6.88,70.41,70.41,70.41,1.0,70.41,70.41,70.41
Chayote,Chayote,H,44.81,20.78,24.29,39.8,20.3,29.6,2.06,7.3,5.3,37.9,1.29,3.05,5.31,5.31,5.31,8.0,5.31,5.31,5.31
Cabbage,Cabbage,H,108.52,25.67,18.42,120.7,19.4,30.5,12.2,6.65,12.1,86.4,0.2,0.3,12.1,12.1,12.1,0.09,12.2,12.1,12.1
Okra,Okra,L,92.23,19.5,31.98,94.4,82.0,91.4,2.2,62.5,59.4,446.4,9.62,3.45,62.5,62.5,62.5,6.0,62.5,62.5,62.5
Eggplant,Eggplant,H,66.7,22.82,31.72,68.7,20.5,30.5,2.0,2.81,7.98,7.36,4.3,0.7,7.0,6.0,1.0,1.98,2.0,0.01,0.01
Cabbage,Cabbage,H,109.38,30.49,21.86,120.9,20.3,31.4,11.5,9.95,9.5,67.9,4.3,0.3,9.51,9.51,9.51,1.98,11.5,9.51,9.51
Ampalaya,Ampalaya,M,37.41,23.01,29.72,48.2,47.8,46.3,10.8,24.8,16.6,177.1,7.99,10.0,24.79,24.79,24.79,8.0,24.82,24.8,24.8
Okra,Okra,M,74.6,22.77,27.16,76.4,48.0,58.6,1.8,25.2,31.4,224.3,3.42,9.29,31.4,31.4,31.4,7.0,31.4,31.4,31.4
Okra,Okra,L,76.4,16.92,29.18,92.8,76.8,93.7,16.4,59.9,64.5,460.7,9.87,7.56,64.5,64.5,64.5,9.0,64.5,64.5,64.5
Eggplant,Eggplant,L,65.36,19.64,32.38,88.5,76.0,86.8,23.1,56.4,54.4,402.9,7.85,5.57,56.41,56.41,56.41,8.0,56.41,56.41,56.41
Okra,Okra,H,92.33,21.55,31.72,82.7,20.9,29.4,8.96,1.66,1.8,8.29,5.34,6.36,4.0,2.0,8.0,7.0,10.0,5.0,10.0
Okra,Okra,M,74.11,17.81,29.6,77.0,47.6,58.3,2.9,29.8,28.7,212.9,5.35,4.17,29.81,29.81,29.81,2.0,29.81,29.81,29.81
Cabbage,Cabbage,H,114.9,27.9,18.41,119.3,19.2,31.4,4.4,1.27,13.0,92.9,9.31,9.64,13.01,13.01,13.01,2.0,13.01,13.01,13.01
Patola,Patola,L,28.81,23.02,32.1,90.1,82.8,61.4,61.3,59.8,29.3,427.1,3.3,3.0,59.79,59.79,59.79,1.52,61.34,59.8,59.8
Tomato,Tomato,M,64.85,30.98,29.2,82.7,73.6,59.7,17.9,42.6,30.5,304.3,8.37,5.17,42.6,42.6,42.6,1.0,42.6,42.6,42.6
Carrot,Carrot,M,77.32,30.94,30.43,76.5,58.7,75.9,7.56,27.8,45.5,325.0,8.3,7.78,45.5,45.5,45.5,4.0,45.5,45.5,45.5
Tomato,Tomato,M,70.38,27.73,31.69,81.1,78.7,60.4,10.7,51.0,28.7,364.3,9.16,2.04,51.0,51.0,51.0,1.0,51.0,51.0,51.0
Chili Pepper,Chili Pepper,L,32.65,29.2,57.16,86.6,78.4,151.7,54.0,49.2,94.5,675.0,6.5,4.22,94.5,94.5,94.5,3.0,94.5,94.5,94.5
Chayote,Chayote,L,44.92,16.52,26.04,60.9,83.1,59.8,16.0,66.6,33.8,475.7,4.3,4.48,66.6,66.6,66.6,4.0,66.6,66.6,66.6
Cabbage,Cabbage,L,125.61,28.7,17.09,155.2,61.2,58.7,29.6,32.5,41.6,297.1,3.44,10.0,41.59,41.59,41.59,7.0,41.62,41.6,41.6
Eggplant,Eggplant,M,77.69,20.03,26.46,78.6,49.6,58.2,0.9,29.6,31.7,226.4,7.03,4.5,31.7,31.7,31.7,1.0,31.7,31.7,31.7
Tomato,Tomato,H,66.39,34.92,30.35,72.1,28.9,28.5,5.7,9.3,5.06,9.62,12.4,9.7,6.0,10.0,1.0,5.7,5.7,6.0,7.0
Tomato,Tomato,M,68.24,24.25,30.97,77.0,77.1,58.3,8.8,52.8,27.3,377.1,6.64,1.0,52.79,52.79,52.79,2.0,52.82,52.8,52.8
Eggplant,Eggplant,M,69.98,20.16,30.75,77.8,50.7,60.0,7.8,30.5,29.2,217.9,9.01,6.29,30.51,30.51,30.51,10.0,30.51,30.51,30.51
Cabbage,Cabbage,M,110.05,30.43,18.56,146.0,35.3,44.9,36.0,4.9,26.3,187.9,21.1,9.22,26.31,26.31,26.31,9.71,36.02,26.31,26.31
Eggplant,Eggplant,M,69.61,19.75,32.15,82.4,51.7,62.4,12.8,32.0,30.2,228.6,9.19,3.28,32.0,32.0,32.0,6.0,32.0,32.0,32.0
Chayote,Chayote,L,42.73,22.3,26.61,62.5,83.9,62.9,19.8,61.6,36.3,440.0,8.33,5.01,61.6,61.6,61.6,7.0,61.6,61.6,61.6
Tomato,Tomato,H,72.84,26.8,26.02,72.0,29.0,30.1,6.47,2.2,4.1,29.3,4.38,9.42,4.1,4.1,4.1,3.0,4.1,4.1,4.1
Patola,Patola,M,28.57,19.87,30.65,57.3,48.0,45.8,28.7,28.1,15.2,200.7,1.3,4.29,28.1,28.1,28.1,0.6,28.7,28.1,28.1
Ampalaya,Ampalaya,L,42.55,17.26,26.61,93.3,77.1,58.4,50.8,59.8,31.8,427.1,7.61,8.0,59.79,59.79,59.79,9.0,59.82,59.8,59.8
Carrot,Carrot,M,67.75,28.19,30.65,77.3,60.3,74.9,9.5,32.1,44.3,316.4,5.63,6.62,44.3,44.3,44.3,2.0,44.3,44.3,44.3
Ampalaya,Ampalaya,M,38.91,23.27,28.42,48.9,50.4,47.1,10.0,27.1,18.7,193.6,3.79,4.69,27.1,27.1,27.1,3.0,27.1,27.1,27.1
Ampalaya,Ampalaya,H,50.35,22.8,29.64,39.3,19.2,30.7,9.7,8.16,1.1,7.9,5.48,3.84,1.11,1.11,1.11,4.0,1.11,1.11,1.11
Cabbage,Cabbage,M,110.68,31.32,20.87,140.1,35.1,43.0,29.4,3.8,22.1,157.9,15.8,0.7,22.11,22.11,22.11,7.27,29.4,22.12,22.12
Carrot,Carrot,M,63.68,28.86,29.66,77.6,62.6,76.6,13.9,33.7,46.9,335.0,1.26,6.6,46.9,46.9,46.9,10.0,46.9,46.9,46.9
Chili Pepper,Chili Pepper,L,27.46,28.3,55.62,87.3,82.4,155.5,59.8,54.1,99.9,713.6,5.73,9.93,99.9,99.9,99.9,10.0,99.9,99.9,99.9
Carrot,Carrot,L,65.75,33.64,31.23,87.6,85.8,116.9,21.8,52.2,85.7,612.1,5.84,6.0,85.69,85.69,85.69,7.0,85.72,85.7,85.7
Chayote,Chayote,L,38.59,21.81,30.27,60.1,77.6,60.2,21.5,55.8,29.9,398.6,5.37,3.92,55.8,55.8,55.8,4.0,55.8,55.8,55.8
String Bean,String Bean,M,35.25,19.26,28.22,39.1,43.1,39.6,3.9,23.8,11.4,170.0,7.8,4.16,23.8,23.8,23.8,2.0,23.8,23.8,23.8
String Bean,String Bean,L,31.83,24.8,23.76,50.2,91.0,48.2,18.4,66.2,24.4,472.9,1.91,4.16,66.21,66.21,66.21,8.0,66.21,66.21,66.21
Tomato,Tomato,M,71.91,29.42,30.65,83.2,78.5,57.9,11.3,49.1,27.2,350.7,4.22,1.78,49.1,49.1,49.1,3.0,49.1,49.1,49.1
Okra,Okra,M,68.03,19.22,32.29,80.3,52.1,58.5,12.3,32.9,26.2,235.0,8.31,6.61,32.9,32.9,32.9,7.0,32.9,32.9,32.9
Tomato,Tomato,L,64.09,32.66,26.95,88.0,123.0,87.4,23.9,90.3,60.4,645.0,6.19,4.59,90.3,90.3,90.3,9.0,90.3,90.3,90.3
Chayote,Chayote,L,31.98,22.02,26.35,58.5,81.0,59.2,26.5,59.0,32.8,421.4,1.82,9.36,59.0,59.0,59.0,9.0,59.0,59.0,59.0
Chili Pepper,Chili Pepper,M,27.42,35.71,60.5,59.1,47.7,124.7,31.7,12.0,64.2,458.6,2.46,7.89,64.2,64.2,64.2,7.0,64.2,64.2,64.2
Cabbage,Cabbage,M,100.65,31.79,21.08,143.9,33.3,45.1,43.2,1.5,24.0,171.4,41.7,0.7,24.0,24.0,24.0,19.18,43.2,24.01,24.01
Carrot,Carrot,L,75.02,26.54,28.75,93.1,94.1,125.3,18.1,67.6,96.6,690.0,6.1,2.68,96.6,96.6,96.6,9.0,96.6,96.6,96.6
Tomato,Tomato,H,75.57,25.72,27.02,73.4,31.5,29.3,2.11,5.8,2.3,41.4,4.82,3.02,5.8,5.8,5.8,8.0,5.8,5.8,5.8
Cabbage,Cabbage,L,109.29,31.11,16.22,143.1,57.1,60.5,33.8,26.0,44.3,316.4,4.7,1.27,44.3,44.3,44.3,10.0,44.3,44.3,44.3
Chayote,Chayote,H,47.75,23.52,34.26,39.9,19.7,30.3,3.97,3.06,7.31,6.91,6.7,9.5,7.0,7.0,9.0,4.0,6.0,1.0,2.0
String Bean,String Bean,L,31.65,19.04,26.28,49.3,92.0,51.8,17.6,73.0,25.5,521.4,8.27,4.73,73.0,73.0,73.0,6.0,73.0,73.0,73.0
Patola,Patola,H,33.64,22.51,33.19,30.4,19.9,31.1,8.34,8.45,2.82,7.7,4.81,1.89,4.0,4.0,8.0,1.0,5.0,8.0,8.0
Tomato,Tomato,L,69.41,26.34,30.37,92.2,118.2,93.6,22.8,91.9,63.2,656.4,4.18,4.69,91.9,91.9,91.9,4.0,91.9,91.9,91.9
String Bean,String Bean,M,37.56,17.7,26.38,38.2,46.9,40.3,0.6,29.2,13.9,208.6,6.6,6.54,29.2,29.2,29.2,7.0,29.2,29.2,29.2
Cabbage,Cabbage,H,117.98,28.18,16.67,120.8,19.5,30.7,2.8,9.08,14.0,100.0,5.95,1.58,14.0,14.0,14.0,3.0,14.0,14.0,14.0
Okra,Okra,M,101.14,21.57,29.16,79.2,50.9,62.9,2.66,29.3,33.7,240.7,7.49,6.62,33.7,33.7,33.7,2.0,33.7,33.7,33.7
Cabbage,Cabbage,M,114.59,27.95,23.14,138.5,35.1,46.6,23.9,7.2,23.5,167.9,0.8,0.7,23.51,23.51,23.51,0.37,23.9,23.52,23.52
Chayote,Chayote,L,34.3,20.12,24.96,62.3,81.2,58.8,28.0,61.1,33.8,436.4,6.2,7.36,61.1,61.1,61.1,5.0,61.1,61.1,61.1
Carrot,Carrot,H,71.68,24.22,32.46,72.1,30.3,31.0,0.4,6.1,2.17,43.6,5.54,7.13,6.1,6.1,6.1,9.0,6.1,6.1,6.1
Chayote,Chayote,M,40.21,16.84,28.75,49.9,48.7,45.7,9.7,31.9,17.0,227.9,5.73,1.58,31.91,31.91,31.91,3.0,31.91,31.91,31.91
String Bean,String Bean,M,34.7,19.63,23.38,41.1,43.0,39.2,6.4,23.4,15.8,167.1,5.41,7.0,23.39,23.39,23.39,8.0,23.42,23.4,23.4
Eggplant,Eggplant,L,67.11,18.92,30.64,92.8,81.7,86.0,25.7,62.8,55.4,448.6,1.92,5.92,62.8,62.8,62.8,6.0,62.8,62.8,62.8
Chili Pepper,Chili Pepper,M,28.67,32.54,67.08,61.5,50.9,116.1,32.8,18.4,49.0,350.0,3.12,6.68,49.0,49.0,49.0,4.0,49.0,49.0,49.0
Eggplant,Eggplant,H,61.45,21.98,31.17,73.0,20.6,29.3,11.5,8.95,3.07,3.77,25.0,7.11,6.0,9.0,2.0,11.5,11.5,9.0,10.0
String Bean,String Bean,M,36.48,21.38,27.65,38.0,45.5,38.8,1.5,24.1,11.1,172.1,6.65,3.0,24.09,24.09,24.09,2.0,24.12,24.1,24.1
Carrot,Carrot,L,75.13,23.32,31.33,92.3,89.1,117.2,17.2,65.8,85.9,613.6,1.33,4.24,85.9,85.9,85.9,6.0,85.9,85.9,85.9
